Strain_name,Predict_0,Predict_1,Predict_2,Predict_3,Predict_4,Score_0,Score_1,Score_2,Score_3,Score_4
AY348314.1,0.9912415742874146,0.008208696730434895,5.719016371585894e-06,0.0004037880862597376,0.00014028424629941583,6.508758544921875,1.714994192123413,-5.5541582107543945,-1.297065019607544,-2.3542838096618652
AY350750.1,0.9912090301513672,0.008205429650843143,5.930912266194355e-06,0.0004398146120365709,0.0001398043241351843,6.486882209777832,1.6927530765533447,-5.5396199226379395,-1.233445405960083,-2.3795547485351562
AY357075.1,0.9910842180252075,0.008354254066944122,5.688807050319156e-06,0.00040709052700549364,0.00014872089377604425,6.492534637451172,1.716505765914917,-5.575520038604736,-1.3049845695495605,-2.3119490146636963
AY357076.1,0.9913602471351624,0.008078538812696934,5.49067181054852e-06,0.00040954785072244704,0.0001462590298615396,6.508649826049805,1.6987829208374023,-5.595133304595947,-1.2831294536590576,-2.3128042221069336
AY390556.1,0.9910469651222229,0.008395470678806305,5.346967100194888e-06,0.0003919157898053527,0.00016026558296289295,6.494600772857666,1.7235310077667236,-5.635386943817139,-1.340869426727295,-2.23508358001709
AY391777.1,0.031078187748789787,0.09183381497859955,0.030786065384745598,0.006207354366779327,0.8400945663452148,-0.8654164671897888,0.21805784106254578,-0.8748604655265808,-2.4761877059936523,2.431591749191284
AY427439.1,0.9910842180252075,0.008354254066944122,5.688807050319156e-06,0.00040709052700549364,0.00014872089377604425,6.492534637451172,1.716505765914917,-5.575520038604736,-1.3049845695495605,-2.3119490146636963
AY463059.1,0.9922751784324646,0.007221168838441372,4.700718818639871e-06,0.00037318438990041614,0.00012574781430885196,6.609030246734619,1.6860466003417969,-5.651010513305664,-1.2766528129577637,-2.3644471168518066
AY463060.1,0.9917057752609253,0.00787460058927536,5.442767815111438e-06,0.0003043476026505232,0.00010999502410413697,6.627697944641113,1.7919137477874756,-5.485196590423584,-1.4613134860992432,-2.479048728942871
AY502923.1,0.9910481572151184,0.008393107913434505,5.866858828085242e-06,0.00040598222403787076,0.00014696468133479357,6.489020347595215,1.717668056488037,-5.548178672790527,-1.3111885786056519,-2.327305316925049
AY502924.1,0.9908279180526733,0.008619115687906742,5.843211511091795e-06,0.00039823914994485676,0.00014887242286931723,6.4845685958862305,1.7400104999542236,-5.556447505950928,-1.3346750736236572,-2.3186376094818115
AY502925.1,0.9914685487747192,0.007976111955940723,5.520413196791196e-06,0.00040830051875673234,0.00014148082118481398,6.517797470092773,1.695061206817627,-5.580691814422607,-1.2771415710449219,-2.3369812965393066
AY502926.1,0.9915243983268738,0.007911101914942265,5.5577133935003076e-06,0.0004182799602858722,0.00014066018047742546,6.515086650848389,1.684110403060913,-5.576725482940674,-1.2557612657546997,-2.3455655574798584
AY502927.1,0.9915528893470764,0.007898806594312191,5.459706699184608e-06,0.00040618859929963946,0.00013673631474375725,6.529568672180176,1.6970083713531494,-5.580064296722412,-1.2706410884857178,-2.3594040870666504
AY502928.1,0.9910842180252075,0.008354254066944122,5.688807050319156e-06,0.00040709052700549364,0.00014872089377604425,6.492534637451172,1.716505765914917,-5.575520038604736,-1.3049845695495605,-2.3119490146636963
AY502929.1,0.9910562038421631,0.008389430120587349,5.803855401609326e-06,0.0004044187371619046,0.00014409910363610834,6.495555877685547,1.723757266998291,-5.55244779586792,-1.308519959449768,-2.3404698371887207
AY502930.1,0.9913008809089661,0.008139362558722496,5.664798209181754e-06,0.00040887281647883356,0.00014521472621709108,6.503280162811279,1.7009742259979248,-5.569222450256348,-1.2900892496109009,-2.325279712677002
AY502931.1,0.9912630319595337,0.008179889060556889,5.680659796780674e-06,0.0004072711744811386,0.00014406033733393997,6.50392484664917,1.7066237926483154,-5.5657429695129395,-1.2933311462402344,-2.332578182220459
AY502932.1,0.9910188913345337,0.008437193930149078,5.78780100113363e-06,0.00039605420897714794,0.00014217094576451927,6.501287460327148,1.735203504562378,-5.5494489669799805,-1.323650598526001,-2.3481717109680176
AY508724.1,0.9906114935874939,0.008844991214573383,5.960879207123071e-06,0.0003911005915142596,0.00014657567953690886,6.481422424316406,1.762951374053955,-5.539437294006348,-1.3556904792785645,-2.337113380432129
AY514485.1,0.11562096327543259,0.36104005575180054,0.35623598098754883,0.027968276292085648,0.13913477957248688,-0.3859867453575134,0.7526848912239075,0.7392893433570862,-1.8052332401275635,-0.20086084306240082
AY518894.1,0.008044715970754623,0.01595834083855152,0.0018410227494314313,0.0013431902043521404,0.9728127121925354,-0.789059042930603,-0.1040930449962616,-2.2637534141540527,-2.5790271759033203,4.00611686706543
AY567487.2,0.008376953192055225,0.01718280278146267,0.0021357859950512648,0.0015000862767919898,0.9708043932914734,-0.8191234469413757,-0.10069835186004639,-2.185772657394409,-2.5390849113464355,3.9335174560546875
AY572034.1,0.9923524260520935,0.007126365788280964,4.740224540000781e-06,0.0003906252095475793,0.00012591913400683552,6.601799964904785,1.6655230522155762,-5.649949550628662,-1.2382853031158447,-2.370393753051758
AY572035.1,0.9922956228256226,0.007192173041403294,4.774410172103671e-06,0.0003802368592005223,0.00012730856542475522,6.601431369781494,1.674403429031372,-5.6430745124816895,-1.2655506134033203,-2.3597307205200195
AY572038.1,0.9920509457588196,0.0074629695154726505,4.9398131523048505e-06,0.00036412006011232734,0.00011697557056322694,6.611571788787842,1.7217509746551514,-5.598630428314209,-1.2984744310379028,-2.433993101119995
AY585228.1,0.031501445919275284,0.09295938909053802,0.031078651547431946,0.0062190773896873,0.8382413983345032,-0.8588710427284241,0.22325831651687622,-0.8723832964897156,-2.481283187866211,2.4224016666412354
AY585229.1,0.031501445919275284,0.09295938909053802,0.031078651547431946,0.0062190773896873,0.8382413983345032,-0.8588710427284241,0.22325831651687622,-0.8723832964897156,-2.481283187866211,2.4224016666412354
AY597011.2,0.005101943388581276,0.014812922105193138,0.005013400688767433,0.002120508812367916,0.9729511737823486,-1.418644905090332,-0.3527664244174957,-1.4361521005630493,-2.2966103553771973,3.8320674896240234
AY646283.1,0.35181888937950134,0.31141582131385803,0.06129128485918045,0.1535923033952713,0.12188161164522171,0.7119511365890503,0.5899636745452881,-1.0355277061462402,-0.11686371266841888,-0.3481152057647705
AY654624.1,0.9910039901733398,0.008417530916631222,5.684062671207357e-06,0.00041915610199794173,0.00015374107169918716,6.4789018630981445,1.7104995250701904,-5.589906215667725,-1.2893285751342773,-2.292301654815674
AY686863.1,0.9918451905250549,0.007635822519659996,5.063691787654534e-06,0.000386224128305912,0.00012752169277518988,6.573808670043945,1.707092046737671,-5.611417293548584,-1.2770955562591553,-2.3852272033691406
AY686864.1,0.9920463562011719,0.00744371535256505,4.8309088924725074e-06,0.00037929179961793125,0.0001258223201148212,6.59419059753418,1.7017910480499268,-5.63830041885376,-1.2750287055969238,-2.3784632682800293
AY700211.1,0.004082236438989639,0.012410541996359825,0.9828170537948608,0.0006848472985439003,5.388728823163547e-06,0.18036454916000366,1.2922661304473877,5.664142608642578,-1.60483980178833,-6.449726581573486
AY714217.1,0.9913493394851685,0.008097950369119644,5.488873284775764e-06,0.00040448704385198653,0.00014271413965616375,6.515353202819824,1.7078969478607178,-5.588746547698975,-1.2888492345809937,-2.330625534057617
AY772062.1,0.9899067282676697,0.009594558738172054,7.259138328663539e-06,0.00036178919253870845,0.00012953809346072376,6.466886520385742,1.8304717540740967,-5.3562188148498535,-1.4474177360534668,-2.474503993988037
AY864805.1,0.9910399317741394,0.008395078592002392,5.7664310588734224e-06,0.0004049883282277733,0.00015412554785143584,6.48306941986084,1.7119603157043457,-5.571387767791748,-1.3195825815200806,-2.285673141479492
AY864806.1,0.9913560152053833,0.008097788318991661,5.5044793043634854e-06,0.0003922382602468133,0.0001484346139477566,6.512979507446289,1.7054970264434814,-5.588286876678467,-1.3219798803329468,-2.2937045097351074
AY884001.1,0.0049605173990130424,0.01353979017585516,0.004129588138312101,0.001780235324986279,0.9755899310112,-1.3581650257110596,-0.3540424704551697,-1.541497826576233,-2.382929801940918,3.9233670234680176
AY903459.1,0.03209935128688812,0.09729182720184326,0.03523654863238335,0.00705346092581749,0.8283187747001648,-0.8947820663452148,0.21409699320793152,-0.8015342950820923,-2.410099744796753,2.3557801246643066
AY903460.1,0.032580479979515076,0.09481142461299896,0.03148416057229042,0.006943933200091124,0.8341800570487976,-0.8484058380126953,0.219770610332489,-0.882634699344635,-2.3942508697509766,2.3943300247192383
AY994055.1,0.03160398453474045,0.0005194320110604167,0.0002503852010704577,0.9675256609916687,0.00010052847937913612,2.142472743988037,-1.965829849243164,-2.6955647468566895,5.563931465148926,-3.6081247329711914
DQ010921.1,0.04594449698925018,0.0006036560516804457,0.00022732550860382617,0.9530845284461975,0.00014001005911268294,2.3620643615722656,-1.9701204299926758,-2.946742534637451,5.394333839416504,-3.431410312652588
DQ011855.1,0.047414764761924744,0.15690499544143677,0.07416561990976334,0.011316015385091305,0.7101985812187195,-0.8711654543876648,0.3255413770675659,-0.4237983822822571,-2.303880214691162,1.835445523262024
DQ022305.2,0.995591938495636,0.0035282056778669357,3.4370705179753713e-06,0.0008563884766772389,1.9949260604334995e-05,7.014500141143799,1.3719520568847656,-5.5619730949401855,-0.043868537992239,-3.803400754928589
DQ084199.1,0.9957602620124817,0.0032531223259866238,3.6048070342076244e-06,0.0009640048374421895,1.916947621793952e-05,7.005993843078613,1.2821028232574463,-5.522999286651611,0.06582826375961304,-3.8519484996795654
DQ084200.1,0.995591938495636,0.0035282056778669357,3.4370705179753713e-06,0.0008563884766772389,1.9949260604334995e-05,7.014500141143799,1.3719520568847656,-5.5619730949401855,-0.043868537992239,-3.803400754928589
DQ182595.1,0.9906957149505615,0.008738216012716293,5.9749036154244095e-06,0.0004100468649994582,0.00014996436948422343,6.470361709594727,1.7396600246429443,-5.5482330322265625,-1.3195297718048096,-2.3254036903381348
DQ339101.1,0.004906640853732824,0.014075448736548424,0.005016011651605368,0.0020294864661991596,0.9739723801612854,-1.4336142539978027,-0.37977176904678345,-1.4115689992904663,-2.3164215087890625,3.8571789264678955
DQ415896.1,0.005036127287894487,0.014508113265037537,0.004965643864125013,0.002062710002064705,0.973427414894104,-1.4191839694976807,-0.3611133396625519,-1.4332784414291382,-2.311800956726074,3.845001697540283
DQ415897.1,0.00498535018414259,0.013583158142864704,0.0041566938161849976,0.0018814281793311238,0.9753933548927307,-1.3616576194763184,-0.3593308627605438,-1.5434414148330688,-2.336130380630493,3.914679527282715
DQ415898.1,0.0049391393549740314,0.01380100380629301,0.004525621421635151,0.001948141842149198,0.9747861623764038,-1.395710825920105,-0.36816075444221497,-1.4831470251083374,-2.32602596282959,3.8893160820007324
DQ415899.1,0.005053457338362932,0.01389776449650526,0.004405527375638485,0.0019950363785028458,0.9746481776237488,-1.3765801191329956,-0.3649250566959381,-1.5137932300567627,-2.305990695953369,3.8854236602783203
DQ415900.1,0.004993837792426348,0.0138144101947546,0.004286814481019974,0.0018709282157942653,0.9750340580940247,-1.3703750371932983,-0.3528676927089691,-1.5230361223220825,-2.352145195007324,3.9038925170898438
DQ415901.1,0.005300415679812431,0.014322024770081043,0.0041162921115756035,0.002032951917499304,0.9742283821105957,-1.3320865631103516,-0.33807313442230225,-1.584918737411499,-2.2903828620910645,3.8817739486694336
DQ415902.1,0.0049356985837221146,0.012948944233357906,0.003543085651472211,0.0016486670356243849,0.9769236445426941,-1.3078234195709229,-0.3433036804199219,-1.6393200159072876,-2.404350757598877,3.980090618133545
DQ415903.1,0.005095202941447496,0.014783643186092377,0.004994913935661316,0.0021191337145864964,0.9730071425437927,-1.4182219505310059,-0.35300010442733765,-1.4381011724472046,-2.2955141067504883,3.8338699340820312
DQ415904.1,0.0047537279315292835,0.014353824779391289,0.005445653107017279,0.0019835829734802246,0.973463237285614,-1.4755085706710815,-0.3704213500022888,-1.3396202325820923,-2.3495328426361084,3.8464221954345703
DQ415905.1,0.004988096654415131,0.013826844282448292,0.004311892203986645,0.001928570563904941,0.9749446511268616,-1.3758527040481567,-0.3562951385974884,-1.5215303897857666,-2.3261282444000244,3.8994734287261963
DQ415906.1,0.004965051542967558,0.013647136278450489,0.004149565938860178,0.001858065603300929,0.9753801822662354,-1.3634275197982788,-0.35232171416282654,-1.5428475141525269,-2.346315383911133,3.916975975036621
DQ415907.1,0.005018177442252636,0.013921692967414856,0.004370003938674927,0.0019500266062095761,0.9747400283813477,-1.3773324489593506,-0.3569508492946625,-1.5156348943710327,-2.3225557804107666,3.8917717933654785
DQ415908.1,0.005074396729469299,0.013826125301420689,0.004095879383385181,0.0019223151030018926,0.9750813245773315,-1.3504681587219238,-0.3481161296367645,-1.5646942853927612,-2.321145534515381,3.9078450202941895
DQ415909.1,0.004911055322736502,0.013981211930513382,0.004738733638077974,0.001966428477317095,0.9744025468826294,-1.4141576290130615,-0.36793190240859985,-1.449876070022583,-2.3294270038604736,3.87617826461792
DQ415910.1,0.00492838304489851,0.01391362864524126,0.004571512807160616,0.0019338488345965743,0.9746526479721069,-1.400204062461853,-0.36234623193740845,-1.47537100315094,-2.335702896118164,3.8868660926818848
DQ415911.1,0.004978179465979338,0.012829285115003586,0.0032990681938827038,0.0016307199839502573,0.9772626757621765,-1.2809772491455078,-0.334310919046402,-1.6924012899398804,-2.397019624710083,3.998713970184326
DQ415912.1,0.004981011152267456,0.013602018356323242,0.004217606037855148,0.0018898367416113615,0.9753095507621765,-1.3667488098144531,-0.3621634244918823,-1.5331140756607056,-2.3358914852142334,3.9103732109069824
DQ415913.1,0.0049430932849645615,0.013694589026272297,0.00439304718747735,0.0019074103329330683,0.97506183385849,-1.3842127323150635,-0.36520326137542725,-1.5021806955337524,-2.3364577293395996,3.900296926498413
DQ415914.1,0.005025094840675592,0.013827942311763763,0.004229720216244459,0.0019104930106550455,0.9750067591667175,-1.3649839162826538,-0.35273683071136475,-1.53729248046875,-2.3320670127868652,3.9030160903930664
DQ445911.1,0.007942804135382175,0.01570693589746952,0.001795077114365995,0.001297502312809229,0.9732576608657837,-0.7858190536499023,-0.10398295521736145,-2.2730374336242676,-2.597644329071045,4.022563457489014
DQ445912.1,0.0082766218110919,0.016544073820114136,0.001918372930958867,0.0014225341146811843,0.9718384146690369,-0.789476215839386,-0.09688350558280945,-2.251433849334717,-2.550471544265747,3.976278305053711
DQ497008.1,0.9913217425346375,0.008129999972879887,5.615913778456161e-06,0.0004022816719952971,0.0001404013455612585,6.51466178894043,1.7111833095550537,-5.566528797149658,-1.2949798107147217,-2.347628116607666
DQ648794.1,0.28002840280532837,0.2529618740081787,0.08638422936201096,0.004207120276987553,0.37641850113868713,0.7662898898124695,0.6646376252174377,-0.40979596972465515,-3.4318230152130127,1.0621004104614258
DQ648856.1,0.9949381351470947,0.0032989198807626963,2.922163730545435e-06,0.0017270265379920602,3.2970987376756966e-05,6.808442115783691,1.0993564128875732,-5.92966890335083,0.452162504196167,-3.50636625289917
DQ648857.1,0.9965105652809143,0.0027785238344222307,3.1854622193350224e-06,0.0006706975982524455,3.696736166602932e-05,7.023582458496094,1.141242504119873,-5.6298346519470215,-0.2801142632961273,-3.1783974170684814
DQ648858.1,0.946183443069458,0.0060536907985806465,0.0002941162383649498,0.04576731100678444,0.0017013654578477144,4.434487342834473,-0.6172810196876526,-3.6417291164398193,1.4056209325790405,-1.886518120765686
DQ811784.2,0.05065997317433357,0.20941400527954102,0.16155868768692017,0.013683704659342766,0.5646836161613464,-1.0404837131500244,0.37869328260421753,0.11924850940704346,-2.349414348602295,1.3706456422805786
DQ811786.2,0.25050580501556396,0.004384735133498907,0.00037590082501992583,0.7419934868812561,0.002740096300840378,2.72528076171875,-1.3200724124908447,-3.7766311168670654,3.8111391067504883,-1.7902082204818726
DQ811789.2,0.37238043546676636,0.0053419144824147224,0.00021719998039770871,0.6172594428062439,0.004801017697900534,3.0034565925598145,-1.240875244140625,-4.443396091461182,3.5088300704956055,-1.347631573677063
DQ848678.1,0.003992099780589342,0.00013836481957696378,0.00027501623844727874,0.9955795407295227,1.4908085177012254e-05,1.0624938011169434,-2.299685001373291,-1.612748622894287,6.581501483917236,-4.527675628662109
DQ898174.1,0.9910842180252075,0.008354254066944122,5.688807050319156e-06,0.00040709052700549364,0.00014872089377604425,6.492534637451172,1.716505765914917,-5.575520038604736,-1.3049845695495605,-2.3119490146636963
EF065505.1,0.20827127993106842,0.17706719040870667,0.04786911979317665,0.003199110273271799,0.5635932683944702,0.6652494072914124,0.5029371976852417,-0.8051215410232544,-3.5107195377349854,1.6607407331466675
EF065506.1,0.21003660559654236,0.17907938361167908,0.048987481743097305,0.0032289577648043633,0.5586675405502319,0.665285050868988,0.5058323740959167,-0.7904319167137146,-3.5098373889923096,1.6435577869415283
EF065507.1,0.21003660559654236,0.17907938361167908,0.048987481743097305,0.0032289577648043633,0.5586675405502319,0.665285050868988,0.5058323740959167,-0.7904319167137146,-3.5098373889923096,1.6435577869415283
EF065508.1,0.2582945227622986,0.2179703414440155,0.0710536539554596,0.003493431955575943,0.4491880238056183,0.7540804147720337,0.5843389630317688,-0.5365847945213318,-3.549135446548462,1.3074215650558472
EF065509.1,0.4514298141002655,0.4576931893825531,0.03508887067437172,0.05578719079494476,9.298524901169003e-07,3.0680994987487793,3.081878662109375,0.5135636329650879,0.9772239923477173,-10.024805068969727
EF065510.1,0.5726142525672913,0.3827377259731293,0.013793135061860085,0.030853785574436188,1.0821353271239786e-06,3.5956454277038574,3.1927831172943115,-0.1303960084915161,0.6746925711631775,-9.583385467529297
EF065511.1,0.5700040459632874,0.3857311010360718,0.014098619110882282,0.03016507625579834,1.0833157375600422e-06,3.5915722846984863,3.2010693550109863,-0.10799425840377808,0.6526135802268982,-9.58180046081543
EF065512.1,0.5782045722007751,0.37863245606422424,0.013171892613172531,0.029990021139383316,1.089682086785615e-06,3.6200172901153564,3.196655511856079,-0.16182518005371094,0.6609542965888977,-9.561779975891113
EF065513.1,0.2154160439968109,0.19551822543144226,0.569082498550415,0.0010976283811032772,0.018885629251599312,1.0883746147155762,0.991456925868988,2.059828758239746,-4.191044807434082,-1.3457953929901123
EF065514.1,0.33734726905822754,0.2330731302499771,0.4008699655532837,0.001673458842560649,0.027036236599087715,1.3572622537612915,0.9875016212463379,1.529786467552185,-3.948957920074463,-1.1666725873947144
EF065515.1,0.9658469557762146,0.0311477929353714,0.00240882346406579,0.0004430316330399364,0.00015341151447501034,4.947296142578125,1.5130341053009033,-1.0465706586837769,-2.739823341369629,-3.800340414047241
EF065516.1,0.5987701416015625,0.27411511540412903,0.12093634903430939,0.0009842696599662304,0.005194119643419981,2.4569780826568604,1.6756484508514404,0.8573645949363708,-3.9537551403045654,-2.290372848510742
EF185992.1,0.9584363698959351,0.0025363503955304623,0.0028443210758268833,0.03613455593585968,4.837550295633264e-05,4.898398399353027,-1.0361785888671875,-0.9215801954269409,1.620344877243042,-4.99566650390625
EF203064.1,0.7128480076789856,0.18418478965759277,0.00539651233702898,0.024244319647550583,0.07332629710435867,2.2886369228363037,0.9353082776069641,-2.5948784351348877,-1.0924488306045532,0.014287952333688736
EF203065.1,0.7583813071250916,0.15233184397220612,0.004644434433430433,0.02515058033168316,0.05949182063341141,2.4370765686035156,0.8319516777992249,-2.658440113067627,-0.9692286849021912,-0.10827095806598663
EF203066.1,0.7157683372497559,0.1786927580833435,0.005899969022721052,0.029499277472496033,0.07013967633247375,2.2520086765289307,0.8643199801445007,-2.546400547027588,-0.9369821548461914,-0.07085920870304108
EF203067.1,0.7215017676353455,0.17520952224731445,0.0059706708416342735,0.02968141995370388,0.06763653457164764,2.265918254852295,0.8505658507347107,-2.528557300567627,-0.9248952269554138,-0.1012682318687439
EF446615.1,0.07572128623723984,0.23317794501781464,0.1281890869140625,0.013202839531004429,0.5497087836265564,-0.6615036725997925,0.463238924741745,-0.13505646586418152,-2.4081311225891113,1.3208256959915161
EU022525.1,0.14565344154834747,0.37381961941719055,0.07377516478300095,0.023074693977832794,0.38367700576782227,-0.039750836789608,0.9027924537658691,-0.7199588418006897,-1.882244348526001,0.9288201332092285
EU022526.1,0.222869411110878,0.4476044476032257,0.15435776114463806,0.01865539699792862,0.15651293098926544,0.34663626551628113,1.0439602136611938,-0.020676687359809875,-2.1338143348693848,-0.006811004132032394
EU095850.1,0.134712815284729,0.38350561261177063,0.29632431268692017,0.01766650751233101,0.1677907407283783,-0.21314606070518494,0.8330630660057068,0.5751633644104004,-2.2446205615997314,0.006426479667425156
EU111742.1,0.07948891818523407,0.17819157242774963,0.6974688172340393,0.010258224792778492,0.03459244221448898,-0.243076354265213,0.5641651153564453,1.928763747215271,-2.290614128112793,-1.0750588178634644
EU186072.1,0.022140968590974808,0.000369798275642097,0.00032173903309740126,0.9771184921264648,4.898849147139117e-05,2.007134199142456,-2.0850930213928223,-2.2243101596832275,5.794312477111816,-4.1064653396606445
EU371559.1,0.9913402199745178,0.008102928288280964,5.440118002297822e-06,0.00040761081618256867,0.00014377165643963963,6.513772964477539,1.7069408893585205,-5.599238872528076,-1.2827270030975342,-2.3248143196105957
EU371560.1,0.9913029670715332,0.008123986423015594,5.300717930367682e-06,0.0004015274462290108,0.000166098921908997,6.492472171783447,1.6882727146148682,-5.646461009979248,-1.3190276622772217,-2.2017197608947754
EU371561.1,0.9913029670715332,0.008123986423015594,5.300717930367682e-06,0.0004015274462290108,0.000166098921908997,6.492472171783447,1.6882727146148682,-5.646461009979248,-1.3190276622772217,-2.2017197608947754
EU371562.1,0.9913510084152222,0.008085658773779869,5.231597242527641e-06,0.0003929729573428631,0.00016522002988494933,6.500932693481445,1.6919560432434082,-5.651175022125244,-1.3321506977081299,-2.198613405227661
