,t_SNE1,t_SNE2,label,id
99,0.49062076,0.9755376,CHI,EU420139.1
100,0.8363904,0.24693385,CHI,GQ153545.1
101,0.05715693,0.25644866,CHI,AP006560.1
102,0.42005476,0.79202646,CHI,MH687950.1
103,0.013538518,0.20904903,CHI,AY654624.1
104,0.6629123,0.8595549,CHI,KY073748.1
105,0.48906457,0.09893278,CHI,KY417151.1
106,0.5273073,0.80729795,CHI,MH687946.1
107,0.13802576,0.2109629,CHI,AY291451.1
108,0.66613907,0.8638029,CHI,KT253270.1
109,0.52239263,0.8219145,CHI,MH687966.1
110,0.08448988,0.22507888,CHI,EU371559.1
111,0.52636594,0.81246895,CHI,MH687934.1
112,0.64071625,0.92338073,CHI,KJ473796.1
113,0.8400086,0.24714303,CHI,GQ153544.1
114,0.70725375,0.8521702,CHI,JQ989272.1
115,0.75441086,0.0947469,CHI,KF514416.1
116,0.47870758,0.08724351,CHI,MK211376.1
117,0.112609096,0.1277737,CHI,EU371560.1
118,0.026843285,0.25596088,CHI,AY338174.1
119,0.7751882,0.09938113,CHI,KF514417.1
120,0.49336115,0.80183136,CHI,MH687958.1
121,0.6000464,0.661733,CHI,HM211101.1
122,0.46432897,0.08169111,CHI,MK211378.1
123,0.49091622,0.7946777,CHI,MH687960.1
124,0.48554355,0.9744402,CHI,KJ473800.1
125,0.5093708,0.09692604,CHI,KY417149.1
126,0.48533356,0.69854903,CHI,LC469308.1
127,0.6816925,0.7170305,CHI,KU182965.1
128,0.57220054,0.99292654,CHI,EF203064.1
129,0.70070577,0.25538462,CHI,KX442564.1
130,0.9748852,0.019875744,CHI,FJ882946.1
131,0.6395142,0.9241073,CHI,EU420137.1
132,0.062962405,0.16721314,CHI,AY310120.1
133,0.6965859,0.84701216,CHI,NC_018871.1
134,0.50020754,0.8875185,CHI,MK720945.1
135,0.097465724,0.208876,CHI,AY282752.2
136,0.97489375,0.01987489,CHI,FJ882933.1
137,0.9414141,0.059698988,CHI,KF514400.1
138,0.6827561,0.23440592,CHI,EF065509.1
139,0.16615969,0.24867213,CHI,AY278554.2
140,0.49669346,0.08246067,CHI,KC881005.1
141,0.46644372,0.8094585,CHI,DQ648858.1
142,0.1888422,0.19541602,CHI,AY278488.2
143,0.105324425,0.17711052,CHI,AY357076.1
144,0.43666688,0.88119453,CHI,MK211373.1
145,0.5653959,1.0,CHI,MF094686.1
146,0.7346528,0.13697489,CHI,FJ882962.1
147,0.05714299,0.2564446,CHI,AY345987.1
148,0.974707,0.019909961,CHI,FJ882949.1
149,0.80831313,0.024367353,CHI,KF514407.1
150,0.5457704,0.07174405,CHI,DQ648857.1
151,0.062385503,0.28781554,CHI,AY502924.1
152,0.4752127,0.8370214,CHI,MK211371.1
153,0.52577645,0.103341095,CHI,KY417142.1
154,0.5318318,0.08771799,CHI,KF367457.1
155,0.83233047,0.23893672,CHI,GQ153548.1
156,0.6102676,0.82915074,CHI,NC_032107.1
157,0.9440604,0.050165813,CHI,FJ882938.1
158,0.63963604,0.8638585,CHI,MG916904.1
159,0.5643764,0.9983865,CHI,MF094688.1
160,0.4948769,0.9441007,CHI,NC_028833.1
161,0.68393964,0.23566936,CHI,EF065512.1
162,0.422291,0.7859948,CHI,MH687939.1
163,0.0910853,0.1905322,CHI,JX163925.1
164,0.58405495,0.6591539,CHI,MG762674.1
165,0.9754232,0.019775463,CHI,JF292921.1
166,0.6102615,0.8292309,CHI,KY073744.1
167,0.12813646,0.19603528,CHI,AY714217.1
168,0.75579846,0.09547853,CHI,KF514393.1
169,0.11245182,0.19050804,CHI,JQ316196.1
170,0.59989,0.10154413,CHI,KY417147.1
171,0.8708331,0.24218632,CHI,GQ153542.1
172,0.75425637,0.094641574,CHI,KF514420.1
173,0.6033019,0.66357374,CHI,NC_009021.1
174,0.9566376,0.06767535,CHI,KF514408.1
175,0.75272256,0.086511314,CHI,KF514405.1
176,0.1389332,0.27804455,CHI,AY463059.1
177,0.5970746,0.21673469,CHI,KU762338.1
178,0.78089917,0.07991509,CHI,KF514414.1
179,0.61321056,0.15790245,CHI,NC_025217.1
180,0.98511595,0.061020803,CHI,KF514396.1
181,0.5065846,0.79689044,CHI,MH687965.1
182,0.5146392,0.8169506,CHI,MH687941.1
183,0.49102753,0.105582066,CHI,KY417146.1
184,0.42729476,0.782623,CHI,MH687962.1
185,0.0,0.26663783,CHI,AY338175.1
186,0.7685623,0.099253215,CHI,KF514411.1
187,0.60330325,0.66356957,CHI,EF065513.1
188,0.45695546,0.8859728,CHI,MN065811.1
189,0.7674401,0.0765669,CHI,FJ882930.1
190,0.057162587,0.25644836,CHI,AY502929.1
191,0.41306826,0.7837023,CHI,MH687936.1
192,0.4378417,0.8816157,CHI,MG916901.1
193,0.49487564,0.9441129,CHI,KJ473809.1
194,0.5968015,0.99807936,CHI,KJ473808.1
195,0.8057162,0.025230814,CHI,JF292922.1
196,0.5828292,0.65154725,CHI,EF065515.1
197,0.7535663,0.08489848,CHI,KF514403.1
198,0.096904404,0.20743425,CHI,AY502928.1
199,0.7890096,0.0029226067,CHI,AY463060.1
200,0.046414413,0.21306695,CHI,NC_004718.3
201,0.27532876,0.28691646,CHI,MG772934.1
202,0.89841086,0.10571701,CHI,FJ882957.1
203,0.56457835,0.9395806,CHI,MH938449.1
204,0.27534956,0.28692693,CHI,MG772933.1
205,0.84113103,0.24681003,CHI,GQ153539.1
206,0.52337915,0.14618954,CHI,KT444582.1
207,0.67145956,0.699033,CHI,MK211379.1
208,0.64122796,0.9233139,CHI,NC_010437.1
209,0.710744,0.087711036,CHI,FJ882955.1
210,0.97222704,0.05024984,CHI,KF514404.1
211,0.75490004,0.083031915,CHI,KF514402.1
212,0.49185297,0.9761006,CHI,KJ473797.1
213,0.7075477,0.8513175,CHI,JQ989273.1
214,0.44541648,0.90996724,CHI,NC_028811.1
215,0.50154454,0.122972816,CHI,KY417143.1
216,0.5064662,0.878519,CHI,KT253271.1
217,0.76848626,0.09930048,CHI,KF514401.1
218,0.97781634,0.050678194,CHI,KF514388.1
219,0.0795704,0.24660274,CHI,AP006558.1
220,0.8388553,0.2374752,CHI,DQ084199.1
221,0.13802987,0.21094741,CHI,GU553364.1
222,0.69810843,0.84910226,CHI,JQ989271.1
223,0.09772046,0.2088301,CHI,AY357075.1
224,0.4850167,0.6984114,CHI,KJ473821.1
225,0.6814985,0.7170398,CHI,KJ473822.1
226,0.031219846,0.18540385,CHI,DQ182595.1
227,0.14977169,0.26647392,CHI,AY390556.1
228,0.89471793,0.113345616,CHI,FJ882952.1
229,0.95369196,0.018776145,CHI,FJ882927.1
230,0.66432756,0.8604974,CHI,KT253272.1
231,0.83144355,0.23998453,CHI,GQ153540.1
232,0.15693223,0.22159156,CHI,AY502927.1
233,0.68064463,0.71665996,CHI,EF065508.1
234,0.48698136,0.9749205,CHI,KJ473799.1
235,0.49663273,0.83198893,CHI,MH687945.1
236,0.23633163,0.21018665,CHI,AY772062.1
237,0.5003852,0.70619416,CHI,KC869678.4
238,0.9579589,0.04960879,CHI,KF514418.1
239,0.70083505,0.2555269,CHI,KX442565.1
240,0.5215135,0.017944222,CHI,KY770860.1
241,0.87047935,0.24223612,CHI,GQ153543.1
242,0.56594324,0.9393345,CHI,MH938450.1
243,0.096901,0.20717636,CHI,AY427439.1
244,0.096473716,0.20706593,CHI,JX163927.1
245,0.5002303,0.88745636,CHI,MK720946.1
246,0.4454192,0.90997654,CHI,KJ473806.1
247,0.6819126,0.7170971,CHI,EF065506.1
248,0.48977867,0.80693275,CHI,MH687937.1
249,0.09659575,0.2072839,CHI,JX163926.1
250,0.49062076,0.9755376,CHI,NC_010438.1
251,0.94425225,0.050122295,CHI,KF514409.1
252,0.057162557,0.25644836,CHI,AP006559.1
253,0.18299164,0.18649295,CHI,AY864806.1
254,0.64122736,0.92331344,CHI,EU420138.1
255,0.9538672,0.018814635,CHI,FJ882935.1
256,0.121265,0.2757565,CHI,AY278489.2
257,0.6840309,0.23573302,CHI,EF065511.1
258,0.40293565,0.8787267,CHI,MG916902.1
259,0.5049342,0.111574225,CHI,KY417145.1
260,0.25038597,0.2116236,CHI,MK211374.1
261,0.42706522,0.9081258,CHI,KY770851.1
262,0.61320144,0.15790218,CHI,KF636752.1
263,0.7798437,0.07969665,CHI,KF514390.1
264,0.27563256,0.2871158,CHI,KY352407.1
265,0.40223667,0.7881309,CHI,MH687952.1
266,0.6818895,0.7170722,CHI,EF065505.1
267,0.09025987,0.19642843,CHI,JX163928.1
268,0.4019811,0.22615676,CHI,KP886808.1
269,0.061827708,0.1915592,CHI,AY278741.1
270,0.56511885,0.9983454,CHI,MF094687.1
271,0.58241934,0.6514312,CHI,HM211100.1
272,0.68350935,0.8110942,CHI,NC_028814.1
273,0.53646255,0.01198327,CHI,KJ473811.1
274,0.76472634,0.07725426,CHI,KF514410.1
275,0.9875834,0.0058099865,CHI,FJ882937.1
276,0.046703033,0.23984665,CHI,AY502930.1
277,0.76330453,0.07758969,CHI,KF514406.1
278,0.49233466,0.8166571,CHI,MH687943.1
279,0.7806622,0.09762912,CHI,KF514412.1
280,0.4132848,0.7836283,CHI,MH687959.1
281,0.097723305,0.20886534,CHI,AY323977.2
282,0.6822652,0.0397906,CHI,FJ882944.1
283,0.9535886,0.01881444,CHI,FJ882934.1
284,0.6706382,0.6981212,CHI,MK492263.1
285,0.8587434,0.23965646,CHI,GQ153547.1
286,0.9594607,0.0,CHI,FJ882932.1
287,0.04863011,0.2650297,CHI,AY502931.1
288,0.06296772,0.16721353,CHI,AY291315.1
289,0.84009194,0.23691197,CHI,DQ084200.1
290,0.43855047,0.091769926,CHI,KY770858.1
291,0.057162587,0.2564484,CHI,AY345986.1
292,0.70647347,0.85612583,CHI,JQ989267.1
293,0.52997345,0.08796382,CHI,KC881006.1
294,0.40217483,0.80045784,CHI,MH687951.1
295,0.41514063,0.795619,CHI,MH687935.1
296,0.52941203,0.8207283,CHI,MH687948.1
297,0.4678697,0.09850604,CHI,MK211377.1
298,0.8317378,0.14076568,CHI,FJ882928.1
299,0.9469366,0.06371166,CHI,KF514392.1
300,0.4390368,0.0914055,CHI,KY770859.1
301,0.6411279,0.9232075,CHI,KJ473795.1
302,0.48682177,0.97491765,CHI,KJ473798.1
303,0.8922773,0.11513903,CHI,FJ882945.1
304,0.4833624,0.07653483,CHI,KY417144.1
305,0.89387566,0.11614664,CHI,FJ882948.1
306,0.95369196,0.018776145,CHI,FJ882947.1
307,0.8324631,0.24523492,CHI,GQ153546.1
308,0.7299423,0.14189197,CHI,FJ882942.1
309,0.6827568,0.8098472,CHI,KJ473810.1
310,0.88646483,0.24132559,CHI,KF294457.1
311,0.71424866,0.89135844,CHI,MK720944.1
312,0.4584721,0.82347935,CHI,MK211372.1
313,0.89582807,0.11385498,CHI,FJ882961.1
314,0.9655935,0.013878672,CHI,FJ882936.1
315,0.1126095,0.12777369,CHI,EU371563.1
316,0.49005136,0.9119089,CHI,KY799179.1
317,0.46433404,0.82634723,CHI,MK211369.1
318,0.13802987,0.21094741,CHI,GU553363.1
319,0.96152693,0.050758317,CHI,KF514415.1
320,0.5199849,0.8036955,CHI,MH687942.1
321,0.68331724,0.2350916,CHI,KJ473820.1
322,0.5722003,0.9929278,CHI,NC_009988.1
323,0.70569354,0.85622346,CHI,JQ989269.1
324,0.4039771,0.8791889,CHI,MG916903.1
325,0.49949658,0.8272497,CHI,MH687963.1
326,0.13938639,0.17366992,CHI,AY350750.1
327,0.7245629,0.13722958,CHI,FJ882959.1
328,0.785804,0.08793294,CHI,FJ882926.1
329,0.48997808,0.81594265,CHI,MH687955.1
330,0.4882589,0.9106351,CHI,NC_022103.1
