,t_SNE1,t_SNE2,label,id
47,0.9345138,0.40022004,CHI,EF065510.1
48,0.8137008,0.12866142,CHI,FJ882960.1
49,0.011569192,0.7859189,CHI,DQ648794.1
50,0.6573744,0.24939516,CHI,KF514413.1
51,0.896627,0.42087522,CHI,NC_030886.1
52,0.32804883,0.011316858,CHI,EU371564.1
53,0.38162503,0.026725443,CHI,AY274119.3
54,0.8463656,0.16048698,CHI,FJ882929.1
55,0.30977014,0.95202947,CHI,KY073746.1
56,0.23731439,0.8372218,CHI,MH687954.1
57,0.7171706,0.18174876,CHI,JN854286.1
58,0.30789882,0.013861049,CHI,EU371562.1
59,0.2505007,0.8852404,CHI,MH687949.1
60,0.24614975,0.8905823,CHI,MH687940.1
61,0.85144466,0.17965719,CHI,FJ882953.1
62,0.6627458,0.25830805,CHI,KF514422.1
63,0.20635997,0.8500202,CHI,MH687967.1
64,0.38437918,0.06328783,CHI,JX163923.1
65,0.62612814,0.31030372,CHI,FJ882939.1
66,0.7061628,0.13767126,CHI,JX162087.1
67,0.41590708,0.8718833,CHI,HM211098.1
68,0.052447397,0.81549877,CHI,JQ989268.1
69,0.6630006,0.26280317,CHI,KF514398.1
70,0.30968836,0.82052314,CHI,KF430219.1
71,0.85687035,0.15214399,CHI,FJ882940.1
72,0.8388,0.14809145,CHI,FJ882941.1
73,0.57753575,0.19859178,CHI,FJ882958.1
74,0.2230507,0.8471608,CHI,MH687964.1
75,0.38159403,0.026718546,CHI,AY502923.1
76,0.38162503,0.026725443,CHI,AP006561.1
77,0.07247411,0.830529,CHI,KT253269.1
78,0.6544897,0.27136925,CHI,KF514399.1
79,0.24022873,0.8365674,CHI,NC_009657.1
80,0.7846438,0.17275293,CHI,KF514395.1
81,0.7700737,0.1856856,CHI,KF514391.1
82,0.051918797,0.8141181,CHI,JQ989266.1
83,0.7912095,0.18522568,CHI,KF514389.1
84,0.40451747,0.84564185,CHI,EF065514.1
85,0.9953043,0.26350024,CHI,FJ588686.1
86,0.9628414,0.29979518,CHI,KJ473813.1
87,0.14224751,0.99572104,CHI,EF203067.1
88,0.3155104,0.012979621,CHI,EU371561.1
89,0.94972414,0.30466008,CHI,DQ648856.1
90,0.93086994,0.3997787,CHI,NC_009020.1
91,0.31891674,0.9234028,CHI,KY770850.1
92,0.4052065,0.84711945,CHI,HM211099.1
93,0.019978173,0.7794493,CHI,NC_009019.1
94,0.06669975,0.80942345,CHI,KY073747.1
95,0.9308412,0.318536,CHI,KJ473814.1
96,0.21969745,0.8766581,CHI,MK211370.1
97,0.41209498,0.8603596,CHI,EF065516.1
98,0.020032685,0.7794354,CHI,EF065507.1
99,0.22598669,1.0,CHI,EU420139.1
100,0.8222088,0.3664928,CHI,GQ153545.1
101,0.38510963,0.07436541,CHI,AP006560.1
102,0.2631309,0.88274145,CHI,MH687950.1
103,0.45126778,0.0014618649,CHI,AY654624.1
104,0.07314478,0.83499676,CHI,KY073748.1
105,0.9906779,0.23382328,CHI,KY417151.1
106,0.22118527,0.8097415,CHI,MH687946.1
107,0.4287265,0.078456104,CHI,AY291451.1
108,0.06896521,0.81473744,CHI,KT253270.1
109,0.21577927,0.83739483,CHI,MH687966.1
110,0.38726372,0.10344695,CHI,EU371559.1
111,0.20170064,0.81573015,CHI,MH687934.1
112,0.09672401,0.9258865,CHI,KJ473796.1
113,0.8200415,0.3633771,CHI,GQ153544.1
114,0.04594141,0.8170386,CHI,JQ989272.1
115,0.7720012,0.19405466,CHI,KF514416.1
116,0.9716349,0.22735266,CHI,MK211376.1
117,0.3155104,0.012979621,CHI,EU371560.1
118,0.4293935,0.07310771,CHI,AY338174.1
119,0.7679744,0.18073417,CHI,KF514417.1
120,0.22351097,0.8244071,CHI,MH687958.1
121,0.40499294,0.84661514,CHI,HM211101.1
122,0.9767706,0.2521093,CHI,MK211378.1
123,0.20495811,0.8514896,CHI,MH687960.1
124,0.2295999,0.9994909,CHI,KJ473800.1
125,0.9875068,0.24257448,CHI,KY417149.1
126,0.35412458,0.9233081,CHI,LC469308.1
127,0.011462003,0.78151304,CHI,KU182965.1
128,0.13655321,0.9954534,CHI,EF203064.1
129,0.94859457,0.40326774,CHI,KX442564.1
130,0.613256,0.28634542,CHI,FJ882946.1
131,0.0975079,0.92346245,CHI,EU420137.1
132,0.43372262,0.0027807364,CHI,AY310120.1
133,0.052237306,0.8264202,CHI,NC_018871.1
134,0.28873736,0.820112,CHI,MK720945.1
135,0.38438183,0.06323073,CHI,AY282752.2
136,0.6132561,0.28634542,CHI,FJ882933.1
137,0.6617977,0.26971173,CHI,KF514400.1
138,0.93086994,0.3997787,CHI,EF065509.1
139,0.4247655,0.03599404,CHI,AY278554.2
140,0.9963891,0.23420507,CHI,KC881005.1
141,0.24022873,0.8365674,CHI,DQ648858.1
142,0.45540708,0.10397815,CHI,AY278488.2
143,0.3468189,0.102628335,CHI,AY357076.1
144,0.31319013,0.89809984,CHI,MK211373.1
145,0.14379857,0.9984633,CHI,MF094686.1
146,0.83594996,0.205913,CHI,FJ882962.1
147,0.37659165,0.075939775,CHI,AY345987.1
148,0.613256,0.28634542,CHI,FJ882949.1
149,0.70384735,0.13403384,CHI,KF514407.1
150,0.6660087,0.12489579,CHI,DQ648857.1
151,0.33587152,0.100011885,CHI,AY502924.1
152,0.22148909,0.87262756,CHI,MK211371.1
153,0.98033696,0.23039496,CHI,KY417142.1
154,0.97168595,0.19594243,CHI,KF367457.1
155,0.83022416,0.36152342,CHI,GQ153548.1
156,0.12944168,0.83140147,CHI,NC_032107.1
157,0.64298254,0.26386857,CHI,FJ882938.1
158,0.07697976,0.82569605,CHI,MG916904.1
159,0.1441584,0.9954845,CHI,MF094688.1
160,0.2377132,0.9820614,CHI,NC_028833.1
161,0.9344558,0.40027285,CHI,EF065512.1
162,0.2659413,0.87717324,CHI,MH687939.1
163,0.34688574,0.07473071,CHI,JX163925.1
164,0.4104154,0.8605068,CHI,MG762674.1
165,0.6132024,0.28637362,CHI,JF292921.1
166,0.12944245,0.8314002,CHI,KY073744.1
167,0.42921546,0.072674476,CHI,AY714217.1
168,0.7736657,0.19597642,CHI,KF514393.1
169,0.34885493,0.049010295,CHI,JQ316196.1
170,0.9580944,0.17636785,CHI,KY417147.1
171,0.7801582,0.36275834,CHI,GQ153542.1
172,0.7872531,0.19535385,CHI,KF514420.1
173,0.40410233,0.84441113,CHI,NC_009021.1
174,0.63568014,0.25281438,CHI,KF514408.1
175,0.7788028,0.19909693,CHI,KF514405.1
176,0.81057847,0.11621347,CHI,AY463059.1
177,0.896627,0.4208782,CHI,KU762338.1
178,0.77257496,0.17453209,CHI,KF514414.1
179,0.9060417,0.3302787,CHI,NC_025217.1
180,0.6360599,0.25471544,CHI,KF514396.1
181,0.20477653,0.8250842,CHI,MH687965.1
182,0.23145026,0.8180656,CHI,MH687941.1
183,0.9774803,0.1983007,CHI,KY417146.1
184,0.2711335,0.8697012,CHI,MH687962.1
185,0.39673346,0.0,CHI,AY338175.1
186,0.7913515,0.18525821,CHI,KF514411.1
187,0.4041022,0.84441096,CHI,EF065513.1
188,0.30798432,0.8417132,CHI,MN065811.1
189,0.79120743,0.18868935,CHI,FJ882930.1
190,0.37804732,0.076722786,CHI,AY502929.1
191,0.2655548,0.88517624,CHI,MH687936.1
192,0.31305516,0.8972756,CHI,MG916901.1
193,0.23769936,0.9820646,CHI,KJ473809.1
194,0.11209057,0.9902216,CHI,KJ473808.1
195,0.709061,0.14034888,CHI,JF292922.1
196,0.41596758,0.87199384,CHI,EF065515.1
197,0.78647125,0.19620703,CHI,KF514403.1
198,0.38439408,0.06325339,CHI,AY502928.1
199,0.6859684,0.13015735,CHI,AY463060.1
200,0.3812982,0.026621321,CHI,NC_004718.3
201,0.41429177,0.19082297,CHI,MG772934.1
202,0.5989739,0.21960554,CHI,FJ882957.1
203,0.15894394,0.9791732,CHI,MH938449.1
204,0.4142891,0.19083744,CHI,MG772933.1
205,0.82099265,0.3660961,CHI,GQ153539.1
206,0.9991824,0.22419053,CHI,KT444582.1
207,0.0010503753,0.7679042,CHI,MK211379.1
208,0.0962818,0.9251002,CHI,NC_010437.1
209,0.8222493,0.15818082,CHI,FJ882955.1
210,0.6529678,0.27092925,CHI,KF514404.1
211,0.77069175,0.18703046,CHI,KF514402.1
212,0.22561303,0.9997589,CHI,KJ473797.1
213,0.046101037,0.818124,CHI,JQ989273.1
214,0.30990732,0.8496325,CHI,NC_028811.1
215,0.99719906,0.2443494,CHI,KY417143.1
216,0.30776677,0.8796166,CHI,KT253271.1
217,0.7804416,0.19913399,CHI,KF514401.1
218,0.6490823,0.2457044,CHI,KF514388.1
219,0.38726175,0.10344693,CHI,AP006558.1
220,0.82574284,0.36734793,CHI,DQ084199.1
221,0.42873096,0.078454874,CHI,GU553364.1
222,0.048598908,0.82163554,CHI,JQ989271.1
223,0.37803987,0.07672001,CHI,AY357075.1
224,0.35407564,0.92343783,CHI,KJ473821.1
225,0.021387208,0.7778977,CHI,KJ473822.1
226,0.36167988,0.121902645,CHI,DQ182595.1
227,0.5176181,0.06314569,CHI,AY390556.1
228,0.5802362,0.20130518,CHI,FJ882952.1
229,0.61591727,0.2934298,CHI,FJ882927.1
230,0.0753401,0.831087,CHI,KT253272.1
231,0.8298088,0.3642467,CHI,GQ153540.1
232,0.45382953,0.08852716,CHI,AY502927.1
233,0.01667297,0.7868125,CHI,EF065508.1
234,0.22817008,0.9997139,CHI,KJ473799.1
235,0.20266797,0.84001696,CHI,MH687945.1
236,0.70886135,0.1461001,CHI,AY772062.1
237,0.24033079,0.76515156,CHI,KC869678.4
238,0.6451057,0.26500666,CHI,KF514418.1
239,0.9480787,0.40317556,CHI,KX442565.1
240,0.9510281,0.30375737,CHI,KY770860.1
241,0.78048307,0.36280626,CHI,GQ153543.1
242,0.15752299,0.9787551,CHI,MH938450.1
243,0.38640273,0.07185924,CHI,AY427439.1
244,0.38153905,0.07685996,CHI,JX163927.1
245,0.28854635,0.82008827,CHI,MK720946.1
246,0.30990836,0.8496298,CHI,KJ473806.1
247,0.013969666,0.7850907,CHI,EF065506.1
248,0.22537608,0.82930714,CHI,MH687937.1
249,0.37405547,0.06501799,CHI,JX163926.1
250,0.22598669,1.0,CHI,NC_010438.1
251,0.6366915,0.25612167,CHI,KF514409.1
252,0.3844936,0.0631048,CHI,AP006559.1
253,0.4751231,0.093286894,CHI,AY864806.1
254,0.096284665,0.9251002,CHI,EU420138.1
255,0.6267554,0.29442662,CHI,FJ882935.1
256,0.51812476,0.06405085,CHI,AY278489.2
257,0.9345403,0.40031615,CHI,EF065511.1
258,0.29973963,0.91930175,CHI,MG916902.1
259,0.9606665,0.22833036,CHI,KY417145.1
260,0.66893065,0.12618765,CHI,MK211374.1
261,0.31955358,0.9189682,CHI,KY770851.1
262,0.90604085,0.33027732,CHI,KF636752.1
263,0.7897973,0.17791426,CHI,KF514390.1
264,0.4142898,0.1910026,CHI,KY352407.1
265,0.25818753,0.89061993,CHI,MH687952.1
266,0.019978173,0.7794493,CHI,EF065505.1
267,0.3565981,0.06872162,CHI,JX163928.1
268,0.4938763,0.20304182,CHI,KP886808.1
269,0.40281168,0.005496358,CHI,AY278741.1
270,0.14086658,0.99197197,CHI,MF094687.1
271,0.4160497,0.87221205,CHI,HM211100.1
272,0.03482178,0.85285765,CHI,NC_028814.1
273,0.9769135,0.3004079,CHI,KJ473811.1
274,0.7691355,0.1778331,CHI,KF514410.1
275,0.6110854,0.2687079,CHI,FJ882937.1
276,0.3812982,0.026621321,CHI,AY502930.1
277,0.78837466,0.17533031,CHI,KF514406.1
278,0.21591091,0.8335391,CHI,MH687943.1
279,0.77699375,0.17220083,CHI,KF514412.1
280,0.26610684,0.8826642,CHI,MH687959.1
281,0.37403852,0.06502852,CHI,AY323977.2
282,0.87201524,0.1564374,CHI,FJ882944.1
283,0.6269202,0.29445067,CHI,FJ882934.1
284,0.0,0.7675186,CHI,MK492263.1
285,0.80442804,0.36502454,CHI,GQ153547.1
286,0.6043606,0.3061496,CHI,FJ882932.1
287,0.3603573,0.081724666,CHI,AY502931.1
288,0.43372262,0.0027807364,CHI,AY291315.1
289,0.8263521,0.3598739,CHI,DQ084200.1
290,0.9664788,0.25166,CHI,KY770858.1
291,0.37403738,0.06503098,CHI,AY345986.1
292,0.05139919,0.81424457,CHI,JQ989267.1
293,0.97287637,0.19780475,CHI,KC881006.1
294,0.24936174,0.89618844,CHI,MH687951.1
295,0.262012,0.8762398,CHI,MH687935.1
296,0.21124926,0.81213415,CHI,MH687948.1
297,0.97558206,0.23201649,CHI,MK211377.1
298,0.755215,0.19607815,CHI,FJ882928.1
299,0.65662515,0.27188945,CHI,KF514392.1
300,0.96681315,0.25042886,CHI,KY770859.1
301,0.09643003,0.9256782,CHI,KJ473795.1
302,0.22923712,0.999286,CHI,KJ473798.1
303,0.5862664,0.2070851,CHI,FJ882945.1
304,0.9966695,0.22480506,CHI,KY417144.1
305,0.5773265,0.198479,CHI,FJ882948.1
306,0.62681305,0.29444298,CHI,FJ882947.1
307,0.82608294,0.367998,CHI,GQ153546.1
308,0.8335488,0.19215927,CHI,FJ882942.1
309,0.0337586,0.85642105,CHI,KJ473810.1
310,0.7635472,0.3612941,CHI,KF294457.1
311,0.09555581,0.9856505,CHI,MK720944.1
312,0.23274048,0.85845774,CHI,MK211372.1
313,0.5771788,0.19886841,CHI,FJ882961.1
314,0.6261288,0.2941354,CHI,FJ882936.1
315,0.3155104,0.012979621,CHI,EU371563.1
316,0.31006315,0.8184423,CHI,KY799179.1
317,0.22021788,0.86729616,CHI,MK211369.1
318,0.42913297,0.07265329,CHI,GU553363.1
319,0.64397496,0.24486165,CHI,KF514415.1
320,0.20770843,0.8204998,CHI,MH687942.1
321,0.9322449,0.39982444,CHI,KJ473820.1
322,0.13654949,0.99542904,CHI,NC_009988.1
323,0.050932396,0.8158408,CHI,JQ989269.1
324,0.30109665,0.9189798,CHI,MG916903.1
325,0.22440428,0.8469104,CHI,MH687963.1
326,0.46535587,0.04163254,CHI,AY350750.1
327,0.84732467,0.19152643,CHI,FJ882959.1
328,0.780113,0.17098317,CHI,FJ882926.1
329,0.20186569,0.8365793,CHI,MH687955.1
330,0.30968833,0.82052314,CHI,NC_022103.1
