,t_SNE1,t_SNE2,label,id
42,0.9130729,0.93741006,CHI,AP006557.1
43,0.13389482,0.40490654,CHI,KJ473807.1
44,0.8224178,0.34536508,CHI,GQ153541.1
45,0.8594363,0.41560212,CHI,KU182964.1
46,0.11119693,0.67864,CHI,MH687961.1
47,0.7348659,0.12939,CHI,EF065510.1
48,0.7767617,0.9110077,CHI,FJ882960.1
49,0.7137428,0.15257771,CHI,DQ648794.1
50,0.98025763,0.6263729,CHI,KF514413.1
51,0.74535096,0.024537466,CHI,NC_030886.1
52,0.9977823,0.8760575,CHI,EU371564.1
53,0.91831666,0.807768,CHI,AY274119.3
54,0.7532739,0.8462411,CHI,FJ882929.1
55,0.04118537,0.43636873,CHI,KY073746.1
56,0.11556381,0.6434257,CHI,MH687954.1
57,0.8503043,0.90751714,CHI,JN854286.1
58,0.9984616,0.88736844,CHI,EU371562.1
59,0.078830436,0.54902065,CHI,MH687949.1
60,0.07783869,0.5559877,CHI,MH687940.1
61,0.74695534,0.73870474,CHI,FJ882953.1
62,0.9829936,0.6336109,CHI,KF514422.1
63,0.12574188,0.6747652,CHI,MH687967.1
64,0.9184163,0.9287827,CHI,JX163923.1
65,1.0,0.5785385,CHI,FJ882939.1
66,0.77508694,0.6823472,CHI,JX162087.1
67,0.73672014,9.173872e-05,CHI,HM211098.1
68,0.14102228,0.47695756,CHI,JQ989268.1
69,0.9749287,0.6486912,CHI,KF514398.1
70,0.013139823,0.43020383,CHI,KF430219.1
71,0.7648428,0.88067037,CHI,FJ882940.1
72,0.7460332,0.8341644,CHI,FJ882941.1
73,0.83552986,0.6938055,CHI,FJ882958.1
74,0.12258543,0.6599292,CHI,MH687964.1
75,0.91543597,0.9350043,CHI,AY502923.1
76,0.92015064,0.91792494,CHI,AP006561.1
77,0.100246005,0.41701433,CHI,KT253269.1
78,0.98156565,0.64201725,CHI,KF514399.1
79,0.09180345,0.6333262,CHI,NC_009657.1
80,0.78195757,0.783902,CHI,KF514395.1
81,0.77415466,0.8016797,CHI,KF514391.1
82,0.14152817,0.47692674,CHI,JQ989266.1
83,0.7690995,0.8001951,CHI,KF514389.1
84,0.7351051,0.024412587,CHI,EF065514.1
85,0.7422388,0.57227665,CHI,FJ588686.1
86,0.8519718,0.39454484,CHI,KJ473813.1
87,0.000536683,0.61943847,CHI,EF203067.1
88,0.9987137,0.8791844,CHI,EU371561.1
89,0.85007036,0.39166883,CHI,DQ648856.1
90,0.73722047,0.13244589,CHI,NC_009020.1
91,0.029081255,0.4659356,CHI,KY770850.1
92,0.73533005,0.024735233,CHI,HM211099.1
93,0.71442556,0.15893121,CHI,NC_009019.1
94,0.10587085,0.42066598,CHI,KY073747.1
95,0.7701631,0.45017818,CHI,KJ473814.1
96,0.09071177,0.64680094,CHI,MK211370.1
97,0.73723686,0.014768974,CHI,EF065516.1
98,0.7146412,0.15952499,CHI,EF065507.1
99,0.040359206,0.33405516,CHI,EU420139.1
100,0.81183803,0.34131062,CHI,GQ153545.1
101,0.9054203,0.8943294,CHI,AP006560.1
102,0.083115175,0.5531568,CHI,MH687950.1
103,0.9999585,0.6662523,CHI,AY654624.1
104,0.10317461,0.4186962,CHI,KY073748.1
105,0.7671266,0.50133383,CHI,KY417151.1
106,0.09664199,0.66890764,CHI,MH687946.1
107,0.8985042,0.89764315,CHI,AY291451.1
108,0.102682784,0.41668776,CHI,KT253270.1
109,0.11967196,0.67209107,CHI,MH687966.1
110,0.894444,0.904306,CHI,EU371559.1
111,0.10889729,0.6574025,CHI,MH687934.1
112,0.13635321,0.36550477,CHI,KJ473796.1
113,0.81183803,0.3413105,CHI,GQ153544.1
114,0.1419473,0.48086438,CHI,JQ989272.1
115,0.7650216,0.78020656,CHI,KF514416.1
116,0.7446305,0.46833298,CHI,MK211376.1
117,0.99871767,0.8791843,CHI,EU371560.1
118,0.90343577,0.91086924,CHI,AY338174.1
119,0.7631739,0.78534096,CHI,KF514417.1
120,0.09575541,0.6742186,CHI,MH687958.1
121,0.73534703,0.025266934,CHI,HM211101.1
122,0.7449424,0.47752112,CHI,MK211378.1
123,0.12303427,0.686455,CHI,MH687960.1
124,0.04039537,0.33934274,CHI,KJ473800.1
125,0.73334956,0.5518423,CHI,KY417149.1
126,0.7564925,0.12866461,CHI,LC469308.1
127,0.7201288,0.1532273,CHI,KU182965.1
128,2.1103418e-05,0.61505395,CHI,EF203064.1
129,0.7500028,0.14128391,CHI,KX442564.1
130,0.9683591,0.57349,CHI,FJ882946.1
131,0.13548815,0.36704737,CHI,EU420137.1
132,0.95602125,0.7972764,CHI,AY310120.1
133,0.14300567,0.4815193,CHI,NC_018871.1
134,0.06162392,0.40831268,CHI,MK720945.1
135,0.89316636,0.911318,CHI,AY282752.2
136,0.9765896,0.57368183,CHI,FJ882933.1
137,0.9702985,0.64806765,CHI,KF514400.1
138,0.73722047,0.13244589,CHI,EF065509.1
139,0.82928973,0.97115886,CHI,AY278554.2
140,0.7431003,0.47664312,CHI,KC881005.1
141,0.09180345,0.63332623,CHI,DQ648858.1
142,0.86461425,0.9839354,CHI,AY278488.2
143,0.8858856,0.83478576,CHI,AY357076.1
144,0.042997506,0.39463866,CHI,MK211373.1
145,0.0014673214,0.62413526,CHI,MF094686.1
146,0.7164816,0.7427513,CHI,FJ882962.1
147,0.8982807,0.89787394,CHI,AY345987.1
148,0.9768478,0.57388186,CHI,FJ882949.1
149,0.7756395,0.6817032,CHI,KF514407.1
150,0.71985936,0.5514832,CHI,DQ648857.1
151,0.9409656,0.96136224,CHI,AY502924.1
152,0.10836564,0.6377992,CHI,MK211371.1
153,0.7545447,0.49499133,CHI,KY417142.1
154,0.7685622,0.5324698,CHI,KF367457.1
155,0.8124546,0.34821698,CHI,GQ153548.1
156,0.122571856,0.5883379,CHI,NC_032107.1
157,0.9606691,0.63583905,CHI,FJ882938.1
158,0.070232324,0.41417986,CHI,MG916904.1
159,0.00084055733,0.6195443,CHI,MF094688.1
160,0.010560658,0.3739504,CHI,NC_028833.1
161,0.7347464,0.12924725,CHI,EF065512.1
162,0.08267924,0.55539495,CHI,MH687939.1
163,0.89947903,0.9873637,CHI,JX163925.1
164,0.7346769,0.011697588,CHI,MG762674.1
165,0.97668177,0.57376885,CHI,JF292921.1
166,0.12257286,0.5883421,CHI,KY073744.1
167,0.90583074,0.8941795,CHI,AY714217.1
168,0.7752151,0.7724606,CHI,KF514393.1
169,0.8503035,0.90751463,CHI,JQ316196.1
170,0.744618,0.5049034,CHI,KY417147.1
171,0.8196605,0.36631307,CHI,GQ153542.1
172,0.7688955,0.7743305,CHI,KF514420.1
173,0.72974694,0.014525338,CHI,NC_009021.1
174,0.9675606,0.6463134,CHI,KF514408.1
175,0.7632497,0.7887377,CHI,KF514405.1
176,0.78714436,0.9528786,CHI,AY463059.1
177,0.74535096,0.024537466,CHI,KU762338.1
178,0.7637156,0.79262257,CHI,KF514414.1
179,0.762034,0.24362284,CHI,NC_025217.1
180,0.96382725,0.64331794,CHI,KF514396.1
181,0.114560835,0.69064397,CHI,MH687965.1
182,0.110683404,0.6620326,CHI,MH687941.1
183,0.7602391,0.5148719,CHI,KY417146.1
184,0.08719899,0.5455807,CHI,MH687962.1
185,0.95727086,0.683032,CHI,AY338175.1
186,0.7819313,0.79239583,CHI,KF514411.1
187,0.7297467,0.014448369,CHI,EF065513.1
188,0.124494806,0.72180325,CHI,MN065811.1
189,0.77859354,0.7990204,CHI,FJ882930.1
190,0.89255637,0.9146623,CHI,AY502929.1
191,0.08184923,0.553737,CHI,MH687936.1
192,0.042079024,0.3928182,CHI,MG916901.1
193,0.010502642,0.37391323,CHI,KJ473809.1
194,0.008693042,0.6462614,CHI,KJ473808.1
195,0.7762963,0.6826023,CHI,JF292922.1
196,0.7367277,0.00070383056,CHI,EF065515.1
197,0.7742624,0.77217597,CHI,KF514403.1
198,0.91229403,0.8981578,CHI,AY502928.1
199,0.77837855,0.954394,CHI,AY463060.1
200,0.9183156,0.80776733,CHI,NC_004718.3
201,0.89666367,0.48206648,CHI,MG772934.1
202,0.82443833,0.7083734,CHI,FJ882957.1
203,0.065210454,0.38569942,CHI,MH938449.1
204,0.8964152,0.48154753,CHI,MG772933.1
205,0.8186435,0.3366674,CHI,GQ153539.1
206,0.7373878,0.53998214,CHI,KT444582.1
207,0.7315793,0.04472527,CHI,MK211379.1
208,0.13664821,0.36483294,CHI,NC_010437.1
209,0.7597452,0.8901154,CHI,FJ882955.1
210,0.9812071,0.6273019,CHI,KF514404.1
211,0.76845634,0.7747184,CHI,KF514402.1
212,0.040651523,0.33524466,CHI,KJ473797.1
213,0.1423222,0.48194325,CHI,JQ989273.1
214,0.020623036,0.45377666,CHI,NC_028811.1
215,0.7493925,0.50614464,CHI,KY417143.1
216,0.038866084,0.42848185,CHI,KT253271.1
217,0.77827173,0.7993448,CHI,KF514401.1
218,0.96227276,0.62574196,CHI,KF514388.1
219,0.9013304,0.93640417,CHI,AP006558.1
220,0.8213536,0.34566015,CHI,DQ084199.1
221,0.89659774,0.9287859,CHI,GU553364.1
222,0.1426729,0.47898906,CHI,JQ989271.1
223,0.91899866,0.92656726,CHI,AY357075.1
224,0.75658476,0.12888694,CHI,KJ473821.1
225,0.71395046,0.150996,CHI,KJ473822.1
226,0.8741845,1.0,CHI,DQ182595.1
227,0.8074131,0.9683347,CHI,AY390556.1
228,0.83440304,0.6951565,CHI,FJ882952.1
229,0.9765867,0.57373154,CHI,FJ882927.1
230,0.09995127,0.41750994,CHI,KT253272.1
231,0.8210783,0.34129012,CHI,GQ153540.1
232,0.90793383,0.994526,CHI,AY502927.1
233,0.7147911,0.15637751,CHI,EF065508.1
234,0.040425126,0.33959088,CHI,KJ473799.1
235,0.11603681,0.6449221,CHI,MH687945.1
236,0.84323454,0.8940116,CHI,AY772062.1
237,0.74111533,0.1614628,CHI,KC869678.4
238,0.9752158,0.6485727,CHI,KF514418.1
239,0.7510313,0.14098032,CHI,KX442565.1
240,0.8512646,0.39471203,CHI,KY770860.1
241,0.81895614,0.3670649,CHI,GQ153543.1
242,0.06681275,0.3900665,CHI,MH938450.1
243,0.9070203,0.9179955,CHI,AY427439.1
244,0.89374197,0.9230364,CHI,JX163927.1
245,0.061638422,0.4081391,CHI,MK720946.1
246,0.020625347,0.45377785,CHI,KJ473806.1
247,0.7146412,0.15952499,CHI,EF065506.1
248,0.10576329,0.6895815,CHI,MH687937.1
249,0.89638096,0.92788076,CHI,JX163926.1
250,0.040359206,0.33405516,CHI,NC_010438.1
251,0.9725515,0.62418944,CHI,KF514409.1
252,0.9038419,0.93791175,CHI,AP006559.1
253,0.84475684,0.94845015,CHI,AY864806.1
254,0.13666496,0.36479717,CHI,EU420138.1
255,0.96836627,0.5731503,CHI,FJ882935.1
256,0.81123203,0.9703924,CHI,AY278489.2
257,0.73493147,0.12961847,CHI,EF065511.1
258,0.044180937,0.3829705,CHI,MG916902.1
259,0.78523695,0.95278287,CHI,KY417145.1
260,0.8541189,0.4863427,CHI,MK211374.1
261,0.026503284,0.46310106,CHI,KY770851.1
262,0.76195645,0.24362536,CHI,KF636752.1
263,0.78223217,0.78976136,CHI,KF514390.1
264,0.87046415,0.45647615,CHI,KY352407.1
265,0.07774835,0.5507197,CHI,MH687952.1
266,0.71442556,0.15893121,CHI,EF065505.1
267,0.90224016,0.9823663,CHI,JX163928.1
268,0.8491172,0.48437122,CHI,KP886808.1
269,0.95727086,0.683032,CHI,AY278741.1
270,0.0007626313,0.6198041,CHI,MF094687.1
271,0.73652935,0.0,CHI,HM211100.1
272,0.13388246,0.4049006,CHI,NC_028814.1
273,0.857917,0.40770483,CHI,KJ473811.1
274,0.7807673,0.7783132,CHI,KF514410.1
275,0.9891181,0.5468239,CHI,FJ882937.1
276,0.9070549,0.91792357,CHI,AY502930.1
277,0.7717095,0.8012747,CHI,KF514406.1
278,0.09603658,0.67955196,CHI,MH687943.1
279,0.77891666,0.77565765,CHI,KF514412.1
280,0.08243167,0.5563918,CHI,MH687959.1
281,0.91070694,0.9384742,CHI,AY323977.2
282,0.7441954,0.89529157,CHI,FJ882944.1
283,0.96832263,0.5735705,CHI,FJ882934.1
284,0.7315286,0.04314884,CHI,MK492263.1
285,0.81677383,0.3563069,CHI,GQ153547.1
286,0.9644827,0.5417328,CHI,FJ882932.1
287,0.9360912,0.88771456,CHI,AY502931.1
288,0.95587367,0.7972717,CHI,AY291315.1
289,0.8218273,0.34377483,CHI,DQ084200.1
290,0.75615543,0.51809657,CHI,KY770858.1
291,0.91330355,0.89966184,CHI,AY345986.1
292,0.14178391,0.47758484,CHI,JQ989267.1
293,0.76590073,0.53078556,CHI,KC881006.1
294,0.07521005,0.5593735,CHI,MH687951.1
295,0.07987908,0.5547095,CHI,MH687935.1
296,0.10711047,0.6517714,CHI,MH687948.1
297,0.7483706,0.48302084,CHI,MK211377.1
298,0.8729136,0.8774366,CHI,FJ882928.1
299,0.96169835,0.63958496,CHI,KF514392.1
300,0.755052,0.5189553,CHI,KY770859.1
301,0.13626234,0.36598882,CHI,KJ473795.1
302,0.04021864,0.3397979,CHI,KJ473798.1
303,0.8346955,0.6927861,CHI,FJ882945.1
304,0.75457215,0.4800569,CHI,KY417144.1
305,0.8385024,0.6925991,CHI,FJ882948.1
306,0.9683533,0.57312745,CHI,FJ882947.1
307,0.8120773,0.3454303,CHI,GQ153546.1
308,0.7164219,0.74380225,CHI,FJ882942.1
309,0.13375205,0.40408128,CHI,KJ473810.1
310,0.83979017,0.35975257,CHI,KF294457.1
311,0.061188355,0.57145125,CHI,MK720944.1
312,0.09972312,0.6380821,CHI,MK211372.1
313,0.8344056,0.6951566,CHI,FJ882961.1
314,0.97645456,0.57379174,CHI,FJ882936.1
315,0.9987137,0.8791843,CHI,EU371563.1
316,0.012094122,0.43185085,CHI,KY799179.1
317,0.088619925,0.64929837,CHI,MK211369.1
318,0.91837025,0.9074971,CHI,GU553363.1
319,0.9704454,0.6230644,CHI,KF514415.1
320,0.11873954,0.6701822,CHI,MH687942.1
321,0.7393791,0.13159992,CHI,KJ473820.1
322,2.1103418e-05,0.6150539,CHI,NC_009988.1
323,0.1410281,0.47795618,CHI,JQ989269.1
324,0.04475729,0.3827455,CHI,MG916903.1
325,0.120868854,0.6580294,CHI,MH687963.1
326,0.92824453,0.9857572,CHI,AY350750.1
327,0.7177737,0.7439945,CHI,FJ882959.1
328,0.7651414,0.7959084,CHI,FJ882926.1
329,0.09664735,0.68741417,CHI,MH687955.1
330,0.013161672,0.43020377,CHI,NC_022103.1
